id,created_utc,anio,mes,sub,tipo,ticker,n_tickers,sha256_texto,deepseek,openai,claude,etiqueta_equipo,votos,flag_empate
we4goq,1659422421.0,2022,8,SqueezePlays,submissions,BBBY,2,8c18e1d397a69b562dc5b126ac575097b9c76217278a4a1612fa9a1fb78a5b63,compra,compra,compra,compra,3,False
iinzxsr,1659459963.0,2022,8,SqueezePlays,comments,RELI,1,b7215ecace905f432926d2b7834ba3c149bdd8a9d335f8315f5a9653429dc184,compra,compra,compra,compra,3,False
v9lwaw,1654908172.0,2022,6,SqueezePlays,submissions,RDBX,1,6cb45eadd80519e8d10d8584478b75fe547582c14d15bb230dfe2aafdb24601f,compra,compra,compra,compra,3,False
icb7ndq,1655200053.0,2022,6,SqueezePlays,comments,SI,1,1d485175715e8c62a29141ab6e882ed7f41246e5c83e535a540c26669bb3415a,neutral,neutral,neutral,neutral,3,False
wehq6u,1659461394.0,2022,8,SqueezePlays,submissions,TBLT,1,7fc4355393571f77e0665839ebdcf17b7114368af052ba253f099763f8f134de,compra,neutral,compra,compra,2,False
wfw9rt,1659603653.0,2022,8,SqueezePlays,submissions,TBLT,1,f6744b3eb55d234902bb2e857e2c3aacb51e8e377e4c8f3ebb2297630b842bb8,compra,compra,compra,compra,3,False
weavr7,1659444666.0,2022,8,SqueezePlays,submissions,AMTD,2,f1b0e0a201bbdbe04d71300eb55cb81d40d2b4612f682f1f85e7c0cc62ddb9d5,compra,neutral,compra,compra,2,False
wjo088,1660002381.0,2022,8,SqueezePlays,submissions,BBBY,1,cb81eb5329ada15101ed6de857f211eae5705923d69e2282547ccf0dcc93e5f8,compra,compra,compra,compra,3,False
wjdvxa,1659977694.0,2022,8,SqueezePlays,submissions,BBBY,1,932938b941522d2ad74b2116588b52629430437c4bc618d464c7e3a8e98226d9,neutral,neutral,compra,neutral,2,False
iipk344,1659481524.0,2022,8,SqueezePlays,comments,TBLT,1,325efddf60f21f265cb56495402698efa0c573a7d0d0b449b1aa8fa6f1b3c965,neutral,neutral,venta,neutral,2,False
ib435n6,1654314277.0,2022,6,SqueezePlays,comments,WEBR,1,897c28a36b3b7ef9a12ab37f23f8557e07a95f748aaa65e2c61cccb23cc23d14,compra,compra,compra,compra,3,False
iirtfo7,1659528843.0,2022,8,SqueezePlays,comments,AMTD,1,4338cc6e5263b7c9fe44f50c598339d2d06d151dc2da0857945b3cb9df1a9167,neutral,neutral,neutral,neutral,3,False
iiup7pk,1659572421.0,2022,8,SqueezePlays,comments,AVCT,1,236c6e5d05014f0e3e171642de5a05013d33512cb893b94361dfb47f8bb3f75d,neutral,compra,compra,compra,2,False
ick7q4d,1655369781.0,2022,6,SqueezePlays,comments,RDBX,1,06d0a9270d818f1554c093eb1c7836c91036be9590372404063edf6af25626c2,neutral,neutral,neutral,neutral,3,False
vci0ay,1655253894.0,2022,6,SqueezePlays,submissions,BBIG,1,3279b5d007bf498f415fbd45a4cffc89dcbc7f453f2642752ea6c804ce76d691,compra,neutral,compra,compra,2,False
icppzfv,1655476671.0,2022,6,SqueezePlays,comments,CLVS,1,fb27930ac0273fcd55221d5e7531c7c8811a3f62bd4f1fe023793d11587ebd2b,compra,neutral,compra,compra,2,False
iihpwus,1659350449.0,2022,8,SqueezePlays,comments,SFT,1,4cbbd0a4af97e3ea33f63fe59d4f6113bcc08745f8bbe082b2558db8d3a6d8f9,neutral,neutral,neutral,neutral,3,False
vl9ck2,1656263251.0,2022,6,SqueezePlays,submissions,WEBR,1,502f885d808d83e16b0a512a65e71d116d3b706b8899221c91a2846830fd689a,compra,compra,compra,compra,3,False
icftbfh,1655289066.0,2022,6,SqueezePlays,comments,AUVI,1,72031c124cf6fcb14100ad0e22980966e72fb381fc03a09065bdeeaf5bc029eb,compra,compra,compra,compra,3,False
iigclph,1659316935.0,2022,8,SqueezePlays,comments,RDBX,1,23e5aae900380bd7a2b227988dc1074348f9fddf8ec46f44c12614b2462971a1,compra,compra,compra,compra,3,False
ic4c8e9,1655061957.0,2022,6,SqueezePlays,comments,SI,1,3f0e701c29f394b490283d2742ca3e7c9fb34248234fdca5c264fe080dbe632c,neutral,neutral,neutral,neutral,3,False
v372pc,1654170656.0,2022,6,SqueezePlays,submissions,JPM,1,acff220a98c36901fc061d9938bb3e8293c632711a217878c49621e273e95ea7,neutral,compra,neutral,neutral,2,False
wfy6ym,1659610543.0,2022,8,SqueezePlays,submissions,REV,1,3a00698290246f18c72e42ca3ea1bf4e49458b900bd15cb1a7216f10a79647e3,compra,compra,compra,compra,3,False
vlueg6,1656333022.0,2022,6,SqueezePlays,submissions,EVFM,1,0892a56ee60e2cfe47389945b9051c870d94e7c9f12a11ea64193b7f6d614d43,neutral,neutral,neutral,neutral,3,False
ibq48lo,1654778398.0,2022,6,SqueezePlays,comments,SI,1,883e2af744421be858c5ade5a2128af5ef0bf46608b65f416f99e1c835b2bb6f,neutral,neutral,neutral,neutral,3,False
icbocjk,1655211524.0,2022,6,SqueezePlays,comments,WEBR,1,dfae886e268e73dfc3e20de0f2102ebdecb3dff11a25078e795011260621ef73,compra,compra,compra,compra,3,False
iijwbwn,1659385065.0,2022,8,SqueezePlays,comments,BBBY,1,c4e6862c6ffefa072d3568017844d335cd13bd775542491b4b309884c3ab3eb8,compra,compra,compra,compra,3,False
wecke5,1659449119.0,2022,8,SqueezePlays,submissions,SI,2,2178c561f33586bff0f8d0c879cba4d82693a92dcf725b6ddf7f1b9d6a8b5ef5,compra,compra,compra,compra,3,False
vicwyw,1655925157.0,2022,6,SqueezePlays,submissions,REV,1,0bac1a5f31fe453c5abce9c9d08755a133def4ae4abf5b8b30461d6fbb5347b9,compra,compra,compra,compra,3,False
wh4hfj,1659728710.0,2022,8,SqueezePlays,submissions,REV,1,3e9c5b46ef36c3e9367486a9069e7d4bb04941c70616af0a6fa8cbc42ce6e54a,compra,neutral,compra,compra,2,False
iitr8or,1659557522.0,2022,8,SqueezePlays,comments,BBBY,1,4ce678ab133819a5cebeaeb65968ca12687d856f0821fcba5b73894b6834a24a,neutral,neutral,neutral,neutral,3,False
iaump9d,1654127450.0,2022,6,SqueezePlays,comments,GREE,2,06d40e7da212165ab78aa373bb8c616b23eae478d185277457431e321c082e99,neutral,venta,venta,venta,2,False
wh1jjz,1659721244.0,2022,8,SqueezePlays,submissions,BBBY,1,9e02f7a2ce48af038dfbc242f5288e6d193333d7c0d8ce01c8c9cad5e084841c,neutral,neutral,neutral,neutral,3,False
wg2lww,1659623140.0,2022,8,SqueezePlays,submissions,ISIG,1,cec786244fd25bfb49bbddba4c94c1375a5b19e3461b9df93235736791601b8d,compra,compra,compra,compra,3,False
iinwd2t,1659458662.0,2022,8,SqueezePlays,comments,BBBY,2,6bc6391390368b19f01361c8f0706cf36012f90c9ae3bb5f79bea796223f25bc,venta,neutral,neutral,neutral,2,False
iik2jp6,1659387417.0,2022,8,SqueezePlays,comments,TBLT,1,b1a3f8f54a92f5d18bd71f61202ef150a70cc081f447bd6d8f6a761311b1072f,compra,compra,compra,compra,3,False
iarr7c6,1654079424.0,2022,6,SqueezePlays,comments,MULN,1,0ea4b7681dc7e6f89803c769ef91ff44672c5bbc40f0d1147f9129dfbb56d3f5,compra,compra,compra,compra,3,False
icjeedm,1655348578.0,2022,6,SqueezePlays,comments,RDBX,1,202632633ddb57ae1c2c055f5f7de9f3e7f69b28b1b2e5e4b69d20e453bde756,compra,venta,compra,compra,2,False
vhqkyh,1655853780.0,2022,6,SqueezePlays,submissions,REV,1,88a377e09dd54069a6759ebd31a97323fd810c20981a667c8d195618c76e72ba,compra,compra,compra,compra,3,False
ib27qcm,1654278116.0,2022,6,SqueezePlays,comments,CLVS,1,d4d1cb3dd986849742d4c2363bff1698803d085f459553ff362db16c7d810a00,compra,compra,compra,compra,3,False
vcgcpd,1655248847.0,2022,6,SqueezePlays,submissions,NAV,1,f6dfc81617c5eb47b4848c47c68c92a4c5279e7e3138d9b562792a2b493191a5,compra,venta,compra,compra,2,False
wecwt8,1659449964.0,2022,8,SqueezePlays,submissions,REV,1,18da08b1a79b30024dc03c613d67970cf288d9236aafb6cd980cd1ff19adce5a,compra,compra,compra,compra,3,False
icl69u9,1655390915.0,2022,6,SqueezePlays,comments,GME,1,3afb2f972f4275b28203137eae59c348a37736f9bffeccc68cf2b02549787d11,neutral,neutral,neutral,neutral,3,False
wirglh,1659909869.0,2022,8,SqueezePlays,submissions,EVFM,1,58887c08c15d585178c8c0b316b38fff7f75780006085adbe18f40f5e3801df2,venta,venta,venta,venta,3,False
iitzd81,1659560951.0,2022,8,SqueezePlays,comments,SI,1,e868e6645b5fe0b0c1f854f5980388f180a03f0eea432b1df5048ca488f1dff2,compra,compra,compra,compra,3,False
iavv8r4,1654152776.0,2022,6,SqueezePlays,comments,ATER,1,d32aae6d7c1333b44d7ec6e334b072a4497f3ffd1966046fc5ddfe1a2ef939d7,compra,compra,compra,compra,3,False
ico9ffq,1655441513.0,2022,6,SqueezePlays,comments,RDBX,1,026802bf744b6ac2e894468e3f17f3851f686a4bda7d1260935785946765d092,venta,venta,venta,venta,3,False
v62bac,1654518249.0,2022,6,SqueezePlays,submissions,DIDI,2,36ed4fbb6054939612cec552d27505e4821bed6eb3dd6c31ed2f3a00290df74d,neutral,neutral,neutral,neutral,3,False
iavsq7h,1654150693.0,2022,6,SqueezePlays,comments,SI,1,81e32d7ef2b1a34f60a65c18960888bd45da7f9ca541bda8e563955223cc1282,neutral,neutral,compra,neutral,2,False
wilzsq,1659895665.0,2022,8,SqueezePlays,submissions,ENDP,1,b19c9b600e3ed9c916f001324f7a90b7cef9727d8d97728d90aced2318c41df8,neutral,neutral,neutral,neutral,3,False
ibj0ga2,1654632758.0,2022,6,SqueezePlays,comments,NVAX,1,c39e9283fd65746a6dd9a64af4eb62accd07e831d159d2022788413792ca1ac4,neutral,neutral,compra,neutral,2,False
wjawjq,1659970550.0,2022,8,SqueezePlays,submissions,HLBZ,1,a6bd4415dd7fa35300ca080d4922b0dc86d99b647ffe3c05151f973ba8175164,compra,compra,compra,compra,3,False
whvp1m,1659812736.0,2022,8,SqueezePlays,submissions,REV,1,bca8e67a5fc338180fa2a1fe2d7a808a0013144d2ff834a5b61a5c165956ea21,compra,compra,compra,compra,3,False
vjspdx,1656088998.0,2022,6,SqueezePlays,submissions,GOLD,1,cedc19e7cbe9dd7e89bf50bcd02702cc8512016cd10e56d3462a0e44a4cc61ed,compra,neutral,compra,compra,2,False
iigh9o6,1659319262.0,2022,8,SqueezePlays,comments,BBBY,1,4be71e38bfa4b6772cb0c6428b8916599022b7f0206eaf7946272d46680e19ca,neutral,neutral,compra,neutral,2,False
ibzz1q9,1654971081.0,2022,6,SqueezePlays,comments,GME,1,fbbcb73bb46eb28f881d30f3a944333f62f068728aba06b9725c4b61974f64b2,compra,compra,compra,compra,3,False
wdms1z,1659373932.0,2022,8,SqueezePlays,submissions,GOLD,2,6db9994e959ce66e1edd3aa4fb68ff31cf8b9a62273270d9e7407e984606cee8,compra,compra,compra,compra,3,False
iborfme,1654742591.0,2022,6,SqueezePlays,comments,ATER,1,b51fb4ea0e6649d178b6fef8c66f335cf664e8429837eaaf3e14cb5ec882aa7e,neutral,neutral,neutral,neutral,3,False
iinzuwr,1659459933.0,2022,8,SqueezePlays,comments,RELI,1,6a155b8af314b6531c121abff811d57a369dd3a9dd15bff32918165a3456dedd,compra,compra,compra,compra,3,False
vjp2ry,1656079074.0,2022,6,SqueezePlays,submissions,APRN,1,75aaf7893cca3165d0684c2b749bcbd50ff29ab3c8169ff0101a2dc5065429bd,neutral,neutral,neutral,neutral,3,False
iik40rd,1659387978.0,2022,8,SqueezePlays,comments,EVFM,2,3228cf2fa7f698986021dbc5af5d17736ea2bb07421a64d0800e4bf3b0bae398,neutral,compra,compra,compra,2,False
v45peo,1654280934.0,2022,6,SqueezePlays,submissions,TRKA,1,a74487d4b9a77dfe82d22d9bce3d7ab6b345488beba6b300540037ef4e992ed3,compra,compra,compra,compra,3,False
iir4ymh,1659511021.0,2022,8,SqueezePlays,comments,HKD,1,60795962fae04e6130cc108d77a1a6e1527389173d9d2d0400059a57dfbb8f5d,neutral,neutral,neutral,neutral,3,False
ibhedbu,1654607060.0,2022,6,SqueezePlays,comments,MULN,1,abffa445505273a85c868e41b7cbe3478fd00dcfcfc3391295320d30eb08d1b0,neutral,venta,compra,compra,1,True
wivtss,1659921989.0,2022,8,SqueezePlays,submissions,BBBY,2,efe40ff097beeafbc3b68a9ab65497e136aac7b101a0afa3e788d99ebdf51b32,compra,compra,compra,compra,3,False
iar970v,1654063821.0,2022,6,SqueezePlays,comments,AMC,3,78b2e3f5f3dc28839b5d3e05f1c1d446381229250a39761e9c5a24e6f1763233,neutral,neutral,neutral,neutral,3,False
iimn44f,1659438615.0,2022,8,SqueezePlays,comments,FFIE,1,f1faf0f9e2c7c298a22bd6509c18942432bf1859d76edfa7dc7948f88765ad35,compra,compra,compra,compra,3,False
iitx1f8,1659559949.0,2022,8,SqueezePlays,comments,BBBY,1,b0d999e27c5cd06f687f6613787d5fd1a4330bf914c2f03e5bde632cc13a6b22,neutral,neutral,neutral,neutral,3,False
vlid4x,1656289277.0,2022,6,SqueezePlays,submissions,REV,1,aa804f2b27a6d53a783ac7119cfa91a7422edf168fbeeb67056d1e8dd93ebba8,neutral,neutral,venta,neutral,2,False
iipksta,1659481828.0,2022,8,SqueezePlays,comments,HKD,1,282cdb4f6a231255fbebbbd1d75a4aed846ee0f41d1a980b63e0140ab4f40feb,neutral,neutral,neutral,neutral,3,False
wjfk87,1659981632.0,2022,8,SqueezePlays,submissions,REV,1,cc59bb025d48af6ef56132a796f3a63cf55e64b7386b925b0554d23d50b33a04,compra,neutral,compra,compra,2,False
ibu58b7,1654854230.0,2022,6,SqueezePlays,comments,RDBX,1,3cb8231b1df2c2f1a5bd8f6388ecff3c9de1192f3e8742bc6cdd3b450aafe736,compra,compra,compra,compra,3,False
wk7f3j,1660061733.0,2022,8,SqueezePlays,submissions,BBAI,1,bb0ed0191d6871f94ec3f2bc1371af9dd85132ce9dd43119ae574044b1fb1441,compra,compra,compra,compra,3,False
ibb5z3z,1654473659.0,2022,6,SqueezePlays,comments,SPRT,1,6795af84e0650100694fe559c6fe80ec1af031d8a026d4a3d1c65c54b1bac17e,neutral,neutral,neutral,neutral,3,False
vmd81r,1656386613.0,2022,6,SqueezePlays,submissions,THCA,1,a31f7fc09c3f11a379ac2cfb0a4585397bc4245a8fb22e74746c312e9ea82ef8,compra,compra,compra,compra,3,False
iitzn6x,1659561069.0,2022,8,SqueezePlays,comments,MEGL,1,abd340c100839a4554716e997ab3c9bf610f20789e0937e57011ca742e943618,neutral,neutral,compra,neutral,2,False
wkucys,1660128821.0,2022,8,StockMarket,submissions,MU,1,8bb2c63623d6ee296e7e3bf74872922805a26ae832fef84e34904910ade44c41,venta,neutral,neutral,neutral,2,False
iiurzy9,1659573686.0,2022,8,StockMarket,comments,AMC,1,3904773ff9cdadae89f655d9f38fa45dd5828e79af9b38a409c5d074333eef51,venta,neutral,venta,venta,2,False
wquw5j,1660757417.0,2022,8,StockMarket,submissions,AMC,1,d663e79d775e003b5acc53a4426f0bc10d697040c03ad2cbc207422417c45ff0,neutral,neutral,neutral,neutral,3,False
vh021a,1655770959.0,2022,6,StockMarket,submissions,RDBX,2,b9950607d55182c92d94e654a9b44c8c1a3c7f1665d38ec3e24b72a6aa06a094,neutral,neutral,neutral,neutral,3,False
wd3h3d,1659313901.0,2022,8,StockMarket,submissions,SIGA,1,b42eba3773e27143fee5aa91afa53f29d3a36384f5b4fa55d49ca70b963a0a16,venta,neutral,venta,venta,2,False
vao7oq,1655047336.0,2022,6,StockMarket,submissions,TSM,1,ecc84f2ed72527862eadf83accc85018c0dcda064889bb9d5ca7850a0b5ace19,neutral,neutral,neutral,neutral,3,False
ibdaetw,1654525032.0,2022,6,StockMarket,comments,GME,1,f859d049da1a6a7e8e155666023d3bdd8f8ec96bf933ad6a206d0f9334d700f5,neutral,neutral,neutral,neutral,3,False
wqlh1f,1660732121.0,2022,8,StockMarket,submissions,WE,1,5a37945ab81b484d235d2acf683639c47269deb567080d07fa0fceb24c2f538d,neutral,neutral,neutral,neutral,3,False
iissj40,1659543717.0,2022,8,StockMarket,comments,TSM,1,95782f7b500faf7e33b673d4e171e76c5f9a6ccaa57ec68f95dd703f85ba972f,neutral,compra,compra,compra,2,False
iatkwnn,1654110867.0,2022,6,StockMarket,comments,LTM,1,53ef10ec52c0205b3a6f895029ead01db8ec30ced96ae10438580e4739a50a27,neutral,neutral,neutral,neutral,3,False
v7ews7,1654656224.0,2022,6,StockMarket,submissions,TGT,1,73a555a7f60698eaa7e6fe76e4ae402e65edec1e80fd703136cc88f54fa80424,neutral,neutral,neutral,neutral,3,False
iio7d2n,1659462741.0,2022,8,StockMarket,comments,AMD,1,95225ca379c0216fec2ab1756928533e08d48a7edcd55a54f44825fa2e7d8662,compra,compra,compra,compra,3,False
v5kwwj,1654458128.0,2022,6,StockMarket,submissions,TDOC,1,e9c40a4bd8e43ce9fbc515ce884cffb513d2c47abf9b44c057c5e37b5db4037f,neutral,compra,compra,compra,2,False
werryj,1659486209.0,2022,8,StockMarket,submissions,HKD,1,3efe69051561740eb802d3114e527d682bd5cda4cee40a31f0ccd99ace91d781,neutral,neutral,neutral,neutral,3,False
iijp74t,1659382324.0,2022,8,StockMarket,comments,MSFT,1,8638f0279b38c5e1e182bf0abb950cf06ffce000e50cb25e11a84ed49a05caed,neutral,neutral,neutral,neutral,3,False
wqn9ro,1660737968.0,2022,8,StockMarket,submissions,BBBY,2,2c504f6fc51470d1a4b99732908fad0576d147606179c531cb164959b07954bc,compra,neutral,neutral,neutral,2,False
iij49kd,1659374243.0,2022,8,StockMarket,comments,AMD,1,f2c51bcf19f07eb928b3d99c44bd82d4a610b1ab6b95e1c2ad07db38a15610fe,neutral,neutral,neutral,neutral,3,False
ib2mq90,1654285110.0,2022,6,StockMarket,comments,DAL,2,03875100eddba64092abd3809907a9e86946bd26268a0231f3973cb7da5ae4f9,compra,compra,compra,compra,3,False
wdj0ti,1659364534.0,2022,8,StockMarket,submissions,OEG,1,057cbde372c0575c8195780c2b246df5da59af4fe614f33b84739dc335806007,compra,neutral,compra,compra,2,False
wf7tkn,1659536322.0,2022,8,StockMarket,submissions,AMC,1,2d8f710e23c6e97128b79b5e12b7306317d25f8f2d27bb27c00409fe69938514,compra,venta,compra,compra,2,False
wo1r1x,1660467286.0,2022,8,StockMarket,submissions,AMTD,2,01980d063c4efe06c924f6f89666b5429bd13fa031b0adeb1f31a23de2de3407,neutral,neutral,neutral,neutral,3,False
wihyph,1659885106.0,2022,8,StockMarket,submissions,AMAT,8,5cf86c02a4f5850879d103c9769da1d0b419a74cdb3e54c0ddbf43e2ecc80d74,neutral,compra,compra,compra,2,False
wgc9sn,1659647221.0,2022,8,StockMarket,submissions,AMC,1,6958f042eedb98bc2036d1fa9b87d0deece459080eb277f553dde4b73801122e,neutral,neutral,neutral,neutral,3,False
ib9w0c7,1654451097.0,2022,6,StockMarket,comments,META,1,5a13f787f64311dfb4290accb7f6abbc0bc37e777f692efb426d22aac28c59ae,compra,compra,compra,compra,3,False
v97ion,1654866893.0,2022,6,StockMarket,submissions,BIDU,9,51316cec5efdad3d3e412d21f732057266ffd0a09e73ee055a7cc635bcc6d566,neutral,neutral,neutral,neutral,3,False
iiwhece,1659611857.0,2022,8,StockMarket,comments,GME,1,107354e6555605bb81c11b303a4b9b27f9d00fc2fb31b0c3773516a8d8bb054f,neutral,neutral,neutral,neutral,3,False
iit0sa8,1659546890.0,2022,8,StockMarket,comments,AMC,2,31b71ecb9f01a9524fbc0172799aef890fb2fc22c1601bda06f6f9be3ab126fa,neutral,neutral,neutral,neutral,3,False
iavzilx,1654156492.0,2022,6,StockMarket,comments,AMD,3,fe56b9f2c78c376c242925fbaefb74537040951632610cfee2caa8df4200cdd0,compra,compra,compra,compra,3,False
vbvtjw,1655183301.0,2022,6,StockMarket,submissions,ADBE,3,7d7dfd645ccb7f7b5e84158e37a157cde5c6d38a007ee4a56ffe6e9e434e089e,neutral,neutral,neutral,neutral,3,False
iisvin2,1659544852.0,2022,8,StockMarket,comments,VERY,1,1da93cd5722c25629d7a8cf0b81adbe3340f2ed58ed2725e9af97f2c6f9216e8,neutral,neutral,neutral,neutral,3,False
wdiuy0,1659364112.0,2022,8,StockMarket,submissions,AMC,1,0e822a8b9927d8dfdaefb72de6ad75a1cd3ee7d1e2960ddc6ca7db519e2d624c,neutral,neutral,neutral,neutral,3,False
vebhrv,1655467099.0,2022,6,StockMarket,submissions,DIS,1,44e1d5438bc3cd6a2868610a234069fe46d24d8afbf6a395ec738ae6cc891bb3,compra,compra,compra,compra,3,False
ibb4pcc,1654472983.0,2022,6,StockMarket,comments,CRM,2,863fe6c31e90e1845eb6d273ad2a9ac8b723c8c4176572e30bdd20cf113f6e84,compra,neutral,compra,compra,2,False
veccnt,1655469907.0,2022,6,StockMarket,submissions,REV,2,e561710097bc945e7e58c988ce20bb67b223e8308b88e158aa9108cf5fd585b0,neutral,neutral,neutral,neutral,3,False
wk1fbx,1660046250.0,2022,8,StockMarket,submissions,AAPL,1,f1408476383aefef803998003771f1dd4ebd997fdff5aec961eb1b6238f45d3b,neutral,neutral,neutral,neutral,3,False
v3bnyr,1654184302.0,2022,6,StockMarket,submissions,BOOM,1,40a6dfac6ae0a10210ccf44bb62734b03642e7c79270408287cbf1e394287a19,neutral,compra,compra,compra,2,False
vbbq93,1655125371.0,2022,6,StockMarket,submissions,DAWN,1,12e9b9d9247e355cb161b5452118b01c4fdeff6144ddd624ea5f6c96b0d9cf2e,neutral,compra,compra,compra,2,False
iist3un,1659543934.0,2022,8,StockMarket,comments,AMC,2,2a3451a9e0b21daa1744ef01db57c964457a42088d302d4e9cb4d080da6a04da,venta,neutral,venta,venta,2,False
v2pc5b,1654112223.0,2022,6,StockMarket,submissions,AAPL,1,4f52bad115b8eb501f1c08b98b3eef13b99360470f7684e519148fe7a8b6bb34,venta,venta,venta,venta,3,False
ibfc6ih,1654557863.0,2022,6,StockMarket,comments,GME,1,9d28fa33bbf65c972bf5631e20a65132403cb1d1b1dc5df998497262f976d1c2,neutral,neutral,neutral,neutral,3,False
ib2p2xd,1654286227.0,2022,6,StockMarket,comments,ARM,1,e169248e31c7a3cd839d3908284524fc5de54e21e1c26ed8434563ae76ff5fa8,neutral,neutral,neutral,neutral,3,False
ib1jdl3,1654267649.0,2022,6,StockMarket,comments,FB,1,bada8ee26d7a69951da1b03707ab1e5ff95673aa9123edecd59fbcd13b19b004,venta,venta,venta,venta,3,False
iipigqw,1659480846.0,2022,8,StockMarket,comments,BBBY,1,97a9a279d860b361e6af6c3168f3879be3f974e45e14facd1356f6aabd8d96ec,venta,neutral,venta,venta,2,False
iiuzgbm,1659577068.0,2022,8,StockMarket,comments,AMC,1,cd491a375e2f3e49725f28fb4750b845ddc99cfd4afffab6af963106c0f37dc3,neutral,neutral,neutral,neutral,3,False
v7a0h6,1654641672.0,2022,6,StockMarket,submissions,SIGA,1,ea3315fbb9b4bb78bda35e45f4250b4ba47b300f244ae87a99b5236009612baa,compra,compra,compra,compra,3,False
welxqa,1659471487.0,2022,8,StockMarket,submissions,AMTD,2,f1086d78174480be3d4ba6f5efa98896ae1177a0a422b43037772554e7ff73d9,venta,venta,venta,venta,3,False
v2ig8a,1654094187.0,2022,6,StockMarket,submissions,TNXP,1,8f11f2f59974cf0ea90dfd62c0050e59f205b628a59c4eb7f023116b432c8353,compra,compra,compra,compra,3,False
iavmada,1654146044.0,2022,6,StockMarket,comments,DIS,3,bbdac07aa3987d28fbab9c159ea6c5a4beaee37b831d8b0a284626c3e1c86f1c,venta,venta,venta,venta,3,False
ib40y5w,1654312832.0,2022,6,StockMarket,comments,DKNG,1,29c27bd8bcc512b3bc7d041b64e60d126a54717fafbc6b20549e62dd2cc85f45,compra,compra,compra,compra,3,False
v4nu79,1654345623.0,2022,6,StockMarket,submissions,CASH,1,08a14e513573992727e2d1e5dc226616409908ec6bc0f01ebf0b419e8bd63249,neutral,neutral,neutral,neutral,3,False
iiogifa,1659466174.0,2022,8,StockMarket,comments,AMD,1,3853048bf0a252d0ac899d930524cd207f6425e091410d81352ab58e1d39fa41,neutral,neutral,neutral,neutral,3,False
wl6ijg,1660160004.0,2022,8,StockMarket,submissions,GME,1,edde6359ba84754dde3456b7c5470f55934367605801b01f59b2bd7276e1808a,neutral,venta,compra,compra,1,True
iircegh,1659516928.0,2022,8,StockMarket,comments,MVIS,1,37e17c299f4d63c791df7ad1d50badfdea681b10fbd967d1e09ce8e01e5a1f4d,venta,venta,venta,venta,3,False
ib6wfqv,1654382320.0,2022,6,StockMarket,comments,DKNG,2,65ea2fa941c32e4bef5e07c69d94f3aef5c7ced747abcf0d9b960de007ebb625,compra,compra,compra,compra,3,False
ib8wtem,1654433137.0,2022,6,StockMarket,comments,NVDA,1,bf3463e2b371bfacd766b857ffd568d2aade6858e315c6412b668b87f0f04024,compra,compra,compra,compra,3,False
vc8hoh,1655227053.0,2022,6,StockMarket,submissions,MARA,1,e73b470f75f116830662328228f84787561563ee5d17ab2e8cf79f86b6572343,neutral,neutral,neutral,neutral,3,False
iiw6t4f,1659603979.0,2022,8,StockMarket,comments,EAT,2,a055ece720719f2e9556092fb030912f04a10c445603d390b6128ae4eae93b9a,compra,compra,compra,compra,3,False
iiw5rxd,1659603127.0,2022,8,StockMarket,comments,TSM,1,07f4180a1b7cc9303e2c76ed818dd462858b4706d41e97608a486a78082f18e4,neutral,neutral,neutral,neutral,3,False
v6dcg3,1654548716.0,2022,6,StockMarket,submissions,AAPL,2,947b9dd186a4f15901cc59f978b0ed1b2310cd92233bbaa61f486386da9eeae0,neutral,compra,compra,compra,2,False
vc2dqb,1655209674.0,2022,6,StockMarket,submissions,ASTR,2,afb045647232ebdda52ee5ddb7e2ef9818dec781719a06c419af14bd57cd31dd,neutral,neutral,neutral,neutral,3,False
vee0d1,1655474821.0,2022,6,StockMarket,submissions,HOOD,1,e5ffdb7c1996a3affa9ec7a665b06708a3d4e7478d5a9f804879abe46fb18705,neutral,venta,venta,venta,2,False
wkzbtm,1660142829.0,2022,8,StockMarket,submissions,BBBY,1,becad4ce86ef3dba26ed872083fd5043671785df5c82b0fc6b22dfa215cb230e,neutral,venta,neutral,neutral,2,False
vf408w,1655550695.0,2022,6,StockMarket,submissions,PB,1,98215f4f4f727754d0e8ae33995520e6edfabbb53aedac4286c1e1d855b9d48f,neutral,neutral,neutral,neutral,3,False
v9a795,1654874633.0,2022,6,StockMarket,submissions,XELA,1,4afc60ef87b4534fccf2ae55dfdad1bce4facb2a1827a1857f75ff1e4942b386,neutral,neutral,neutral,neutral,3,False
iiih3mp,1659365102.0,2022,8,StockMarket,comments,DIS,1,19875894d65a794bead64fe64efb559f7d8567ce4a2562d23b6befca7827dbd4,neutral,neutral,neutral,neutral,3,False
vba7fv,1655120464.0,2022,6,StockMarket,submissions,RDBX,1,0bc46c8580779c786fe8b6588900d62c66c434f65a668c4c1af532b00b600808,compra,venta,compra,compra,2,False
wdurxz,1659393639.0,2022,8,StockMarket,submissions,ANET,3,5f9f42f8f0503854b5e4c2c8d6e6e1f0696df399577cfff180176134ae608f6a,compra,neutral,compra,compra,2,False
iio75sp,1659462667.0,2022,8,StockMarket,comments,CPA,1,8a68a13c4c90ab08800f65a8f6b6b26bc817b4245fffb55b9413d9a47b4de256,neutral,neutral,neutral,neutral,3,False
v7tlu4,1654705588.0,2022,6,StockMarket,submissions,NIO,1,0c7b4bc2b5e51774e35c9f8ae4bf7ec59b9fd0e73b7fea54a9a9dd505071ceb2,compra,compra,compra,compra,3,False
