id,created_utc,anio,mes,sub,tipo,ticker,n_tickers,sha256_texto,reglas_v2,deepseek,mistral,claude,kimi,etiqueta_consenso,votos,etiqueta_final,fuente_etiqueta,pred_v1,pred_v2b
gwhnb0c,1619829272.0,2021,5,stocks,comments,MSFT,1,b35c484bbc64f8b8a42e4e8146bfec22355fcd74a4475b4e64dd525acd311df1,venta,neutral,compra,neutral,compra,neutral,2.0,compra,pedro_adjudicacion,neutral,venta
kodagu,1609515876.0,2021,1,wallstreetbets,submissions,PLTR,1,7de9d2e9521a15fd25be1bde1dc8f82315527ab77dc2d8aac8804da53d1c2260,venta,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
kofr3l,1609524266.0,2021,1,stocks,submissions,NKLA,2,873cf908d1404821598f296d99a0aa69866d27434da6b420e5480ee72ed5415c,venta,neutral,compra,compra,venta,compra,2.0,venta,pedro_adjudicacion,neutral,neutral
gwhlnjh,1619828420.0,2021,5,wallstreetbets,comments,MVIS,1,298f59d406f67574edb728249ebea153d8ba3c819cd5babad09bed285e1b7d02,venta,compra,compra,compra,neutral,compra,3.0,compra,mayoria_3de4,compra,compra
ghol12j,1609482538.0,2021,1,stocks,comments,AAPL,4,5dec9c0c2b899a2247fd80068fbe60c34ccb0418a0c04f2fed76d11f8c03d697,venta,neutral,venta,neutral,neutral,neutral,3.0,neutral,mayoria_3de4,compra,venta
kojwoc,1609537772.0,2021,1,wallstreetbets,submissions,TSLA,1,47768aa3c67d0a4e296a9a6a26bacc5358493ae2da7cdb2b8d3f267daed6c326,venta,venta,venta,venta,neutral,venta,3.0,venta,mayoria_3de4,venta,venta
n2u27i,1619911126.0,2021,5,wallstreetbets,submissions,GME,2,88d9811fcea92286e2d213ed5082cfea46a6f1c6419a59dbf42c2d0b135d7e7a,venta,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,compra,compra
ghnrxog,1609462242.0,2021,1,stocks,comments,NIO,1,205b9d26feb23d8d1f61d3c019373caf89d0d428291eec6a9b2e586f25503d1b,venta,neutral,neutral,compra,neutral,neutral,3.0,neutral,mayoria_3de4,compra,compra
kp6a9z,1609623293.0,2021,1,stocks,submissions,DKNG,1,55a20bfbc28895c507fe1a0eaf877cc719acd5973c5c5abeb0dde03d5da47b14,venta,neutral,neutral,neutral,venta,neutral,3.0,neutral,mayoria_3de4,neutral,neutral
kpmnyy,1609688542.0,2021,1,stocks,submissions,NIO,1,3c5f1a5d6e3fe7bc36d4546837255229c40682f08d560f40bd9b96eccff029ab,venta,neutral,compra,compra,compra,compra,3.0,compra,mayoria_3de4,neutral,neutral
ghnth14,1609463151.0,2021,1,wallstreetbets,comments,PLTR,1,e23cccde5a99a7c7d34db9d67ea8b7c013be82046891bfe02406715bcfe84d29,venta,neutral,venta,neutral,neutral,neutral,3.0,neutral,mayoria_3de4,compra,compra
kpjmim,1609675951.0,2021,1,stocks,submissions,NIO,1,46dd9b0bdb0f80e5edfbea2600ce8098a03f96e8d908c312a70bdab6bb003502,venta,venta,neutral,neutral,neutral,neutral,3.0,neutral,mayoria_3de4,venta,venta
ghnw4vp,1609464735.0,2021,1,wallstreetbets,comments,PLTR,1,a2c0a12dff0e9c5d44b2bd05f288b6fe471d193f9724bd5506642f12b6b03e99,venta,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,venta
kqjysk,1609800109.0,2021,1,stocks,submissions,PLTR,1,2324dfa19608d6281900f7f4b26c00ea7228e94a67237c640edb3d7e428ea98b,venta,neutral,neutral,compra,compra,neutral,2.0,venta,pedro_adjudicacion,venta,venta
ghnuks6,1609463811.0,2021,1,wallstreetbets,comments,PLTR,1,af89f673f7082f3a286efcc74de44d920ebb55b37b3c24baf4d8a991f114207e,venta,compra,venta,compra,compra,compra,3.0,compra,mayoria_3de4,venta,venta
gwhp24r,1619830175.0,2021,5,wallstreetbets,comments,RKT,1,d9fa461efc73f1578ff3c69505fdb8a5ef646b63119dcd0cecb2ef459b86a913,venta,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
ko1xxb,1609462595.0,2021,1,wallstreetbets,submissions,GME,1,c68c580fc2e59007b2a737730ed7e2747bcba3b504b66395f29f95e214ca26ec,venta,compra,neutral,compra,compra,compra,3.0,compra,mayoria_3de4,compra,neutral
ghnwauz,1609464835.0,2021,1,stocks,comments,BABA,2,5a9f16d3c74349725a37ae18ac4be388f96e9f45e0dc6bf48679eb99ab85f639,venta,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,venta
koe4x3,1609518845.0,2021,1,wallstreetbets,submissions,GME,1,412a5f23a4a3476c0603da5d02f7a4022f78c7d6c5c7518192b7e7fb45e17542,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
ghnvwb7,1609464596.0,2021,1,wallstreetbets,comments,GME,1,baa42e8d1ef469271cd7439637a92a10b3ba1062a9abc5a4916126261d022e34,venta,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
ko918v,1609496026.0,2021,1,wallstreetbets,submissions,PLTR,1,d89b7a465ef17538860c8d54697f987733d6b2a5f73271eff5f4c8dcc5de9438,venta,neutral,neutral,compra,compra,neutral,2.0,neutral,pedro_adjudicacion,venta,venta
gwjqr95,1619881925.0,2021,5,stocks,comments,PLTR,1,8c7d27b1996bd92fa6809ec48d3f903a969f7e4696ee78de0805752c66409b0e,venta,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
kr2d0i,1609865799.0,2021,1,stocks,submissions,TSLA,1,0515291a37d2397244fbd16c55793a5430b4b2803c40cf4724a06a0aa019af97,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,neutral
kob37c,1609506775.0,2021,1,wallstreetbets,submissions,GME,1,307c6c22da6f2b67407d21a229816a0bca223926c7b03bd0a26564822b863f27,venta,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
gwhjtk5,1619827485.0,2021,5,wallstreetbets,comments,GME,1,d5534324ee20de4b1194ee7d5d8c20ec0b5613e88e89866b3d12df57e8cb8336,venta,compra,neutral,compra,compra,compra,3.0,compra,mayoria_3de4,compra,compra
n73xe3,1620408427.0,2021,5,stocks,submissions,RKT,1,67f193b47fcafa28ea8de32b7c7818a385b6b0b2f029166a69a08d9f407935b3,venta,neutral,neutral,compra,compra,neutral,2.0,compra,pedro_adjudicacion,compra,venta
gwhrb4r,1619831357.0,2021,5,wallstreetbets,comments,AMD,1,847a6284331c853ab9db220f595ed428b4fc3e1c5346a31b71b84c17dc4d5dcb,venta,compra,neutral,neutral,neutral,neutral,3.0,neutral,mayoria_3de4,venta,venta
ghnmtud,1609459275.0,2021,1,stocks,comments,NIO,3,9ff5635d0b8db26a33a2bfe81b28deae02911ffb7c3b938c8111964f496f9cc4,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
gwhlvon,1619828536.0,2021,5,wallstreetbets,comments,MVIS,1,b8c9d222c4699a7ac30c534d2d40753abc25b3011e426c9a6ac45f42ba6cc708,venta,venta,venta,venta,compra,venta,3.0,venta,mayoria_3de4,venta,venta
ghnvqs8,1609464506.0,2021,1,wallstreetbets,comments,PLTR,1,fcb7cc1436db9aa2569350cf32d381763025b0ab6c1b9b1c1bfdec1572365db0,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
kr82jh,1609881545.0,2021,1,stocks,submissions,NIO,1,aec88d284622041fc0543143f563965d874c11347c73518407f6b352a1647209,venta,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
kqh2le,1609791912.0,2021,1,stocks,submissions,SPCE,1,d9fedb5546fcf3db274546982a884a30ff895fb7fd3f5e13ce95cbe39a20c5d2,venta,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
kqvdls,1609840599.0,2021,1,stocks,submissions,NIO,1,09ba26e48f0dc1c98a6aa9bc52d9714ef50fc50f06f108c44188387c0757550b,venta,compra,compra,neutral,compra,compra,3.0,compra,mayoria_3de4,compra,neutral
ghnqp62,1609461525.0,2021,1,wallstreetbets,comments,GME,1,20216f9ac2ce412c5643f72160626792e93f6cdb41fbdd08a0a1f93b087c92a5,venta,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
kp3c88,1609614127.0,2021,1,stocks,submissions,TSLA,1,7d8feae8aad7df58d4e001c3b19595d5448e64e19ec281635af6ada8aa074e9e,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,compra,compra
gwhjedm,1619827274.0,2021,5,wallstreetbets,comments,BB,1,6d0af6b5b091109c60ac6fc1938dc40b5f3e64ea0965f02b065ad7fb99b2e5f2,venta,neutral,neutral,compra,neutral,neutral,3.0,neutral,mayoria_3de4,neutral,neutral
gwjylj8,1619885245.0,2021,5,stocks,comments,AMC,1,55fc45f46e767687bc8b719557066298ab73d3b638b0ab0543256bc54a0da94e,venta,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,venta,neutral
ttsvoz,1648825436.0,2022,4,wallstreetbets,submissions,TLRY,1,c8664554f8da0f7fff49a12582376769de62caf50496d199777f3f3ec1b7f2a3,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
zm86i5,1671067103.0,2022,12,stocks,submissions,NIO,2,7715bbb42bf6f8b768d8c3ff76aada83c42a3279e9e62b5f7dae8ecb86c2fef9,compra,venta,compra,venta,venta,venta,3.0,venta,mayoria_3de4,compra,compra
i2x5ug6,1648772690.0,2022,4,wallstreetbets,comments,AMD,1,481d3b6b4f5ed5eeadab3a07852eb07d7b6db8e3c11088e0302f4fe4e09ba2f3,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
ttfu3a,1648779259.0,2022,4,wallstreetbets,submissions,GME,1,30fe0b178b7657c7128c9c50a7970e37b1fd932508187ef2ed7cbb78c001634b,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
i2zu90d,1648827547.0,2022,4,stocks,comments,GME,1,56573caf60fc6118b4173540e0b0e33df3a95ac1f0a83601477a5c29f942932d,compra,neutral,compra,neutral,compra,neutral,2.0,venta,pedro_adjudicacion,compra,compra
zf28cb,1670422722.0,2022,12,stocks,submissions,META,1,0b9d4dd24535da3404a63df74c84ca70b9e5c78e7f3e6248795a7b9b8aa89ab0,compra,neutral,neutral,compra,compra,neutral,2.0,compra,pedro_adjudicacion,neutral,neutral
i2xbr81,1648775346.0,2022,4,stocks,comments,AAPL,11,6d7677b2a0d8f8c39c7212eb0537488fc444c99b4a6a08d47b534c8efa992a87,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
i2x88gw,1648773764.0,2022,4,wallstreetbets,comments,GME,1,40d2933334d0d2175417128f89604197969d29c5757b7b2c06f53439617ee0cd,compra,venta,compra,neutral,compra,compra,2.0,compra,pedro_adjudicacion,compra,compra
iyj0thb,1669923213.0,2022,12,stocks,comments,AMD,1,4fc97b24007c06acb342f9ea5ad3d2ee0b23f82bb9b55c0e204292ddde46444d,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
zogyrh,1671313020.0,2022,12,stocks,submissions,META,1,ffaf8842deed3666e9d88274331b1cab9e03865eef68cc35ebc671cc0b627265,compra,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,neutral,venta
i2zqmw9,1648826093.0,2022,4,stocks,comments,DIS,1,44a49871386161e19c41439c7d4a55e08ea406812f8941024a2cef240f81c61d,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
i30l7f8,1648838212.0,2022,4,stocks,comments,DIS,1,f1db4ce31649287830fbee383e3adaab3e0e86cef09916b353b53f778bc8f58f,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
iyfv6gs,1669860540.0,2022,12,wallstreetbets,comments,ASTS,1,7f244a9dc9e6b12892b45e8b68781514341048299e1d6f55d58cdd3428d1b0cd,compra,venta,venta,compra,neutral,venta,2.0,venta,pedro_adjudicacion,compra,venta
txlcqg,1649249170.0,2022,4,stocks,submissions,TSLA,1,4a22d3f7090bd310c341c008be2794f5770a5c1f2d494e45e2c77623097c44b7,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
i2x3pun,1648771728.0,2022,4,wallstreetbets,comments,TSLA,1,bef6394473bb76954c80f26478a2f98f89ca781061343a7f251e9f5a925913b7,compra,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
tzrl58,1649504962.0,2022,4,stocks,submissions,AAPL,1,7dca9fb320496fe02c4183036f72fb4fc6ad0cfcd1d9a675589ce20f00021d95,compra,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
tu960z,1648869523.0,2022,4,wallstreetbets,submissions,GME,1,b938da2dc9cbf36d5584911f6457f67cb34243687f5c101206f73fe2c3f1d27c,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
i2ziw3v,1648822930.0,2022,4,stocks,comments,AAPL,3,2cf4d6ddf4a7fb9e9125694e80e9d07f50b99af08fe75b012445486015832e5a,compra,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,compra,compra
iyhczzp,1669897049.0,2022,12,wallstreetbets,comments,TSLA,1,94d97f308ed244df2437c284848da147b5c18ec4d43951b731b75dcbb8c9c56d,compra,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,venta
zr6z3y,1671587612.0,2022,12,stocks,submissions,AMD,2,31f55b785e4c3921df11a7377b5b4976613a1e9ffe27574f55a72fb6608f474d,compra,neutral,compra,compra,compra,compra,3.0,compra,mayoria_3de4,neutral,neutral
i300s6y,1648830148.0,2022,4,stocks,comments,DIS,1,b97c3feb6a7362ac1b77e0f006810f152fc98af416b590185a9deac7f0efabaf,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
i302cq3,1648830763.0,2022,4,stocks,comments,MSFT,1,c533754704684475d08e0722a69eb6eeb362a2f76cb4e534f3ba3f53c419fd0c,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,venta,venta
tu1727,1648846310.0,2022,4,stocks,submissions,AAPL,1,837c04cb0a102261276585866b193b60ce2da08ee326b4301f67b66c7cd03ab7,compra,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
i311igk,1648844977.0,2022,4,stocks,comments,DIS,1,449e2ac7d4232d7dc6a04c4d26d16e12ec2f196d0320926fa442aa9883d1731e,compra,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,compra,neutral
z9cojx,1669864790.0,2022,12,wallstreetbets,submissions,CLOV,1,d4e08082739f3440d16a31022c04e1d6299cdb21ca2e108231a2bbd327507ac1,compra,compra,compra,compra,neutral,compra,3.0,compra,mayoria_3de4,compra,compra
i2z7tab,1648817952.0,2022,4,stocks,comments,TSLA,1,8b25a1660b2aa9413f55d20ba5a75a7a60fed53e0ec5ac46dbd47f1e34808166,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
tv0nvd,1648959286.0,2022,4,wallstreetbets,submissions,WISH,1,388435acf3bd3e8349dbe42477e161f0aebe871f79e83e9c7af43a1361592dba,compra,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,compra,compra
zcrjpy,1670201159.0,2022,12,stocks,submissions,PLTR,1,db9f9b9c0bbadeda79e4236e67af0ad6375f7c5bbc4011c198cb8d40cb3b344a,compra,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,compra,neutral
zahxmk,1669976063.0,2022,12,wallstreetbets,submissions,PLTR,1,7592fb41ef1afa7c31c87a8d31f4681b73a28363c24a09be584699e4c338e359,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
i2zgybt,1648822102.0,2022,4,stocks,comments,AMD,1,606aeaee4063dff02808a6ea8f9f14fb0a13312b4bfa0ba6f39cb88a4e3d06cc,compra,venta,compra,compra,compra,compra,3.0,compra,mayoria_3de4,compra,compra
iyh3mfd,1669889483.0,2022,12,wallstreetbets,comments,AAPL,2,fe7fa958ce512b964293cb89b23bfa69cc1fdefaca37b0c5567d7411722fae71,compra,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,compra,compra
iyg3duw,1669864350.0,2022,12,wallstreetbets,comments,TSLA,1,18a37972ab88d56f78726f86b8135e14a0e643cfa9762a08d371f145a11c4708,compra,neutral,compra,compra,compra,compra,3.0,compra,mayoria_3de4,venta,venta
txrclp,1649265863.0,2022,4,stocks,submissions,MSFT,1,c03cebdc98dcd052214871487851c1ea397e9405ed551c4669382abbdfebaff9,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
zkh6w6,1670892080.0,2022,12,stocks,submissions,TSLA,1,53bd5da22773e6c0f99180358ca6421341d404542a533cab152b2c13faa7690a,compra,neutral,neutral,neutral,venta,neutral,3.0,neutral,mayoria_3de4,venta,neutral
u2i2fu,1649824071.0,2022,4,stocks,submissions,MSFT,1,4e9f30fcb9dd2caf127fb1c28bb26dcb9ec57352dc8b4ecab6dac1453e1158bf,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
iyrc6v4,1670082669.0,2022,12,stocks,comments,CLF,1,32f4474adde74350230907523f699f510311646d9116ea7f8cc72ba808359725,compra,neutral,neutral,compra,compra,neutral,2.0,neutral,pedro_adjudicacion,venta,venta
i2xai39,1648774778.0,2022,4,wallstreetbets,comments,GME,1,098e8f94663142e04e37b103ad96ba9200a9e5de9f1737082ab3e5ebceeb6cd6,compra,neutral,neutral,neutral,compra,neutral,3.0,neutral,mayoria_3de4,neutral,neutral
iyh88ny,1669893512.0,2022,12,wallstreetbets,comments,AMZN,1,b18c0fcccfa1804bd5e72cb04084c8e0a1459578b27375c118fcb6fbc7bbfb51,compra,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
ttrs54,1648822635.0,2022,4,wallstreetbets,submissions,GME,1,b8612694299f3ee1f2adf02fa7c97fb97eaf24a305e78119f47c3ec5cb976759,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
twa3yy,1649099098.0,2022,4,stocks,submissions,GOOG,1,ba879616755f49367f8752f009881c192e24f0421fb4da23c06557aee47039cc,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
i2zyoj8,1648829320.0,2022,4,stocks,comments,GME,1,4e35369273ee557be4291f5d10e1aa575433a37fee1d0ac724de940d3f3a8b47,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
i2x3nkq,1648771698.0,2022,4,wallstreetbets,comments,GME,1,4a18ff3a851107d3ba612ff6126ff4f34be56e4d2ee04073d3b420fb79c69142,compra,neutral,compra,compra,compra,compra,3.0,compra,mayoria_3de4,compra,compra
iyk0rmc,1669937583.0,2022,12,stocks,comments,PYPL,1,fac8aae3a741dc9956ecc259a8278dc4b35baabe6a7348cbcb04537f2f156e0e,compra,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,venta,neutral
tux705,1648944712.0,2022,4,wallstreetbets,submissions,AMC,2,29b6e361fc24c0e7c4ddca38cd8fcfa06a6b9bfa3daa9f8df35b59f9ac920f71,compra,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
i2zw54k,1648828305.0,2022,4,stocks,comments,AAPL,4,ddc40106f22b2f5171d0769afc5c545d356342947c68fa3453e6675de4c25b41,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
iyif2qn,1669914751.0,2022,12,stocks,comments,AMZN,2,5ea07d3657a3cb26874d3887d80fc5271eccb73f1e75b0cad9c11f5a1a002044,compra,venta,neutral,venta,venta,venta,3.0,venta,mayoria_3de4,compra,compra
iyhcqn8,1669896868.0,2022,12,wallstreetbets,comments,TSLA,1,8154e21b7a2cd3c4320b503b8005e9fba18389d01aeaf7d5be8eb479ec27ccee,compra,neutral,compra,neutral,venta,neutral,2.0,venta,pedro_adjudicacion,compra,compra
iygsrgv,1669879791.0,2022,12,wallstreetbets,comments,TSLA,1,7346734e47c9dff04f86a43fcff27545cf827f7710cdc72d96e4f0e2fb05356e,neutral,venta,venta,venta,neutral,venta,3.0,venta,mayoria_3de4,compra,compra
tu5tcp,1648859021.0,2022,4,wallstreetbets,submissions,TSLA,1,9592ff1112eecebfb050c7c1ee7159e420130074a850a42480a91887669ebbba,neutral,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,neutral
zl380a,1670956762.0,2022,12,stocks,submissions,TSLA,1,d565325f1b0dced9c3127f13cb9cd101218e157e4691a2d692377db711d52e71,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
z9rt36,1669911124.0,2022,12,wallstreetbets,submissions,AAPL,1,775cfca02688b588251fefeb58d68780f6b4926ed6c688f3b6040e2b0db6fd05,neutral,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
u3ql6h,1649968093.0,2022,4,stocks,submissions,PYPL,1,6c9fb9dad2c21219207647b977532aeb87595261dd870ee41fa0db4152440a6f,neutral,neutral,venta,venta,neutral,neutral,2.0,venta,pedro_adjudicacion,neutral,venta
zhicbc,1670645034.0,2022,12,stocks,submissions,COIN,1,1b1143c1f96181bee504f976a8cf07abfc6ebee70a419cbd5f37ea9e5063a86e,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
tw1nhs,1649077846.0,2022,4,stocks,submissions,TWTR,1,4b7d6b0c4d3cb7457d90a31774e836e2babd3d011698248655045cc50a607620,neutral,compra,compra,compra,neutral,compra,3.0,compra,mayoria_3de4,compra,neutral
tu2do4,1648849356.0,2022,4,wallstreetbets,submissions,NIO,1,fae491c6b2654213287f0e1dd6fe99fd928f249c03b1e8bf0b30d9c50537d8ad,neutral,neutral,neutral,venta,neutral,neutral,3.0,neutral,mayoria_3de4,compra,compra
zaqvnj,1669999461.0,2022,12,wallstreetbets,submissions,GME,1,dae1678507a0615d7e518bbe628a8ef0f065244e92704ebc9c0882a93304f68d,neutral,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
zapjsu,1669996104.0,2022,12,wallstreetbets,submissions,BABA,1,5c7171477af83e229a16424a50032c1084dc89813a775edab356b0fba03960e1,neutral,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
iym0pvc,1669981654.0,2022,12,stocks,comments,PLTR,1,8bb09df2d6391242f63b0639be271d1e773af686076eafeafe5c73316cd459a0,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
tuc648,1648880280.0,2022,4,wallstreetbets,submissions,TLRY,1,8cb687deab94f971c51e29eb9ffd1110e0e67df0a72104bb6ae369a71701b280,neutral,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
i2z3y67,1648816011.0,2022,4,stocks,comments,NVDA,1,65bde39b665348900a67a16ac76fcfbbddf272a35a665071dd441a112b28f51d,neutral,neutral,neutral,compra,compra,neutral,2.0,compra,pedro_adjudicacion,neutral,neutral
ttoqmk,1648813652.0,2022,4,wallstreetbets,submissions,GME,1,7191cf4d58b16ccd962e39dce58a7a7ab99054a03141baafe288bc8dc76b6f98,neutral,neutral,compra,compra,compra,compra,3.0,compra,mayoria_3de4,compra,neutral
zwceg1,1672136088.0,2022,12,stocks,submissions,WISH,1,a9a54215310768712713b194263692c83d7ec59ede93d5186d3a1c472eb43075,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,compra
zasvsi,1670004218.0,2022,12,wallstreetbets,submissions,BABA,1,612f94558757c956c7f9021421005cff9ce1960fa2a954971ccca286c58781cb,neutral,compra,compra,compra,neutral,compra,3.0,compra,mayoria_3de4,compra,compra
u4auaq,1650037270.0,2022,4,stocks,submissions,GOOG,1,1acd98986b7233d15b02490602a54b9aae0721e0adb483f6384d844d8454eccc,neutral,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,neutral,neutral
zarxwr,1670001989.0,2022,12,wallstreetbets,submissions,NVDA,1,19e12009042b574f1c2f956cc7e388e18c8a14bbedee4d13040d61db3f30c310,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
iyopyga,1670024648.0,2022,12,stocks,comments,BB,1,be44a22900cc1d0c2f874b5d84d69054dcf4b4ebe4f9610ed5825fcce1f43a8b,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,compra,compra
zatemb,1670005465.0,2022,12,wallstreetbets,submissions,META,1,060231f9ba2030032e12e04b395266c9f239ad9f6ca8fd04fb276fe0a6c56601,neutral,neutral,compra,compra,compra,compra,3.0,compra,mayoria_3de4,neutral,neutral
iyfrkve,1669858878.0,2022,12,wallstreetbets,comments,BB,1,050b69f69d2e12b70722d4c64321520f020343c576deaffd90e5c341aba6b794,neutral,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
iyhh5hr,1669899680.0,2022,12,wallstreetbets,comments,WISH,1,aaa0c1e3ff252b88dbc6ca535ab97ffc93e03740a796223fae1857c0bfd5098a,neutral,neutral,venta,neutral,compra,neutral,2.0,compra,pedro_adjudicacion,neutral,venta
u2gc3p,1649818314.0,2022,4,stocks,submissions,AMD,2,c7bdced8c34cd2cc177d94152ee5b8db60e041c176687584bf470a377fa90144,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
i2x86lz,1648773741.0,2022,4,wallstreetbets,comments,GME,1,13ce93c00f58a6059c0fe7274598a37c9dbdcf4fb80cfa0a8fe6d3c82234ec18,neutral,neutral,venta,venta,venta,venta,3.0,venta,mayoria_3de4,venta,venta
zotc2o,1671350221.0,2022,12,stocks,submissions,GOOG,1,fbf77fe7f8748f4d1eb2fcda80ede7ef0b2aeb95ecb5a902901ebbef031aad04,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
zas2j0,1670002290.0,2022,12,wallstreetbets,submissions,WISH,1,54feacae6e90a5e7acff6b477d8c39c1070a05e17ced4e95afa755ec305b114c,neutral,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
u3g4vc,1649938432.0,2022,4,stocks,submissions,AMC,2,18dfc917945d9b2a02ec5bd7d6e8b118580ca866b3935fbed47bdd238174e5ef,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
z9ql9w,1669908230.0,2022,12,wallstreetbets,submissions,NIO,1,54f149024bd0231f7bfc0f3adfdf81a56996bf272f399d3c98ed843de439d864,neutral,neutral,neutral,compra,neutral,neutral,3.0,neutral,mayoria_3de4,compra,neutral
i2x2lsw,1648771222.0,2022,4,wallstreetbets,comments,AMC,1,0852aa363fbd2c48cfc7bf230f1a96a058771055fffd79f69cac06e0c19ba1d0,neutral,compra,neutral,neutral,neutral,neutral,3.0,neutral,mayoria_3de4,compra,compra
z9t0rh,1669914065.0,2022,12,wallstreetbets,submissions,AMC,1,590ed6795cd5502d700c3dab580b7ff03dc91f077cbff12ab1a1bdab7aa81de9,neutral,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
zat1m1,1670004604.0,2022,12,wallstreetbets,submissions,AMC,1,6fa5de9487a62d3282e53c026077665eec528c62a56d10a52b30cbfaee8ca513,neutral,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
